 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,-36,-29,44,-12,-49,-11,19,-42,-37,4,-28,-27,-28,4,8,40,4,-12,24,44,-8,-45,-16,37,17,-42,27,45,-31,15,13,-17,3,-27,-13,-30,12,-44,45,-8,10,33,15,-2,-13,40,-12,41,-23,28,35,19,-1,35,-29,32,43,49,26,-39,-21,-45,-6,-2,-22,-2,18,40,4,13,48,30,-5,-21,-22,32,-32,-18,-11,-5,26,40,-37,41,24,-16,22,17,49,-36,-6,-22,-31,5,26,-3,-48,-40,-48,6,23,-50,-49,34,46,-21,16,-37,-23,21,8,-48,10,21,43,-17,21,-19,16,20,-5,27,14,14,-19,-45,27,50,-35,-5,5,38,-39,-28,22,-44,2,-47,-31,29,-10,27,-2,50,-37,-44,49,1,-13,-19,37,32,-43,0,-5,-12,5,-29,-13,21,-17,8,-26,-6,30,12,1,48,-19,20,-7,-13,-37,7,-14,43,13,-49,-41,-50,-18,46,32,-45,-39,-23,-7,-17,-36,-4,20,-3,20,44,8,-35,-28,-42,30,-58
1,-31,-6,-28,7,-27,-5,9,33,-43,10,42,-43,8,38,40,13,15,33,22,48,13,-33,17,27,3,-23,-16,19,-1,-42,-36,18,2,-48,41,26,-3,0,8,4,-41,-35,12,-16,19,-33,47,-16,16,19,-19,-22,2,49,21,22,-25,-46,-10,-10,-38,-30,24,-19,-28,15,23,19,-36,47,-28,40,-39,0,-27,31,17,37,-36,-18,-29,-5,-23,23,-41,48,-6,-50,19,0,-10,-3,20,-36,28,8,-5,-34,-24,-25,-38,-35,31,-26,15,21,-46,49,7,-32,47,28,-21,-27,-34,-45,38,-23,-45,6,27,-38,19,-37,43,-3,21,-13,13,48,-22,26,29,-42,16,-7,29,20,-9,-15,4,-46,29,-1,-23,46,4,31,-28,-24,-14,15,-46,-45,28,47,-32,-35,50,-3,29,-23,39,7,-15,4,16,31,40,24,32,-7,28,11,9,-46,-28,29,2,-6,-46,38,25,25,9,-31,21,-7,-16,-14,7,29,13,-5,-15,15,16,-50,-39,-69.5
1,5,24,43,15,1,3,-27,-28,-9,18,24,1,23,-23,-24,-3,3,-5,35,46,-5,-30,-32,-27,0,14,8,31,46,-26,8,-34,15,0,31,-35,20,20,-47,-40,-12,-7,12,27,21,4,40,40,49,-10,1,-41,-23,20,-18,-7,50,6,40,45,-4,-3,-40,-40,13,8,43,-18,44,46,-41,48,-11,-13,-10,26,41,47,15,5,-14,-35,14,-21,1,12,-12,0,34,-23,-40,-21,-10,-29,-10,-47,-5,-18,-49,-12,44,-40,-48,-18,-37,-8,24,-47,-46,-46,8,-43,37,-29,-14,-13,33,25,38,-18,18,48,12,-42,35,18,28,-21,16,-5,-16,9,6,-48,8,19,-6,-19,-11,-35,-48,47,-28,39,-32,-26,-25,17,49,29,50,-17,27,-23,-43,-23,45,35,-27,-24,-21,7,35,1,-25,-42,37,-15,-44,-25,0,-42,38,22,47,22,47,-29,-45,11,-50,21,10,-7,48,17,20,8,-33,43,34,-37,-35,-16,-20,-44,-7,-34,-8,88
1,-1,-43,42,-27,46,-20,-31,-17,-24,-44,-12,3,-44,-42,-37,-35,22,-4,36,-21,14,-6,29,-7,-24,-37,23,-18,-28,40,24,-13,13,-18,10,-26,12,-5,8,4,1,12,-44,8,21,36,-11,-42,49,-26,-12,12,-15,-34,-46,-23,46,-7,-25,34,49,16,-30,12,48,30,2,-25,41,26,29,-8,-12,1,16,25,-13,-46,33,-15,46,37,13,-20,20,-17,-27,-19,26,-36,-35,25,30,-15,-48,-7,32,-30,18,22,47,-38,-37,-50,14,29,-9,17,34,40,18,-5,27,47,-9,-38,46,14,-7,21,28,8,-39,-26,44,30,17,-9,-50,-49,-38,13,-37,43,13,-7,-13,20,-41,37,9,-7,-19,-15,-11,22,-37,-16,-49,7,22,-4,-36,-1,20,24,-21,-48,-36,-21,20,44,8,34,36,-30,43,39,40,19,26,-36,-39,-44,-34,-33,-5,-21,1,-4,36,39,42,17,-12,-23,-10,17,-20,5,12,50,-2,-31,-1,50,-45,-42,38,-147.4
1,11,27,13,25,38,-14,41,-46,31,-30,-28,43,22,-40,1,-12,-2,28,29,31,24,50,-42,24,-37,-23,39,-38,-18,13,16,43,-11,46,-16,44,-19,-26,14,28,-40,2,-14,33,13,37,37,27,15,15,-26,-12,14,-18,28,-7,10,-17,5,8,46,38,-33,-49,33,1,45,30,-9,-26,-27,-32,27,9,-50,-11,-4,37,32,27,-32,-45,-36,-2,-46,9,42,-20,42,-38,38,3,50,21,4,-2,38,-36,-23,-21,-11,0,-3,-35,26,-37,-30,38,16,-49,14,34,24,-6,49,28,-48,40,24,10,18,11,-37,18,49,-17,32,36,-2,-41,31,37,-25,44,-49,17,23,38,4,-11,5,34,39,-22,-22,37,22,47,-8,-5,7,-40,23,20,-6,21,-48,-25,-28,-34,-50,-47,-48,43,47,20,-25,20,7,-4,25,29,-21,13,23,-27,-34,-39,-30,8,6,27,-16,45,-38,-6,-19,31,-14,4,48,-48,7,16,11,-31,-14,37,5,158.6
1,9,-18,-21,-47,-23,9,27,1,25,38,21,49,-41,-3,50,-46,-25,-7,-49,-45,29,5,19,-2,28,-15,-42,14,-13,11,-32,12,9,-36,16,37,23,-8,-13,-37,-21,24,28,-12,-30,27,-42,-39,37,-40,-34,-19,-19,36,29,-41,37,4,-11,-27,-36,-27,35,24,-13,0,10,26,8,13,39,37,-14,-17,42,-28,26,50,-17,12,-41,-35,44,-43,-50,-12,-34,37,42,-29,26,-44,-6,11,-4,32,27,22,7,-15,-16,-38,-29,20,-39,-38,8,37,29,41,-1,4,-45,-42,11,23,-4,-7,-25,-46,14,-49,27,-42,-22,-28,6,-46,44,29,-11,44,41,-23,13,18,-45,-30,5,0,27,20,-46,-2,28,15,-30,40,-42,-38,44,22,-37,20,-4,-9,8,-49,-39,-33,31,-33,-40,-13,-6,-11,-45,-35,-25,10,16,-49,-21,20,0,23,-50,-14,12,-42,-2,-28,-3,-23,8,43,-16,-34,11,-4,50,-9,13,-40,-6,23,-1,-1,38,-40.1
1,25,25,-31,-8,20,5,42,-8,6,45,21,-20,-8,43,27,-14,-34,-14,20,49,13,-35,49,-47,28,-42,-37,-34,7,13,21,48,-47,40,-10,24,-5,48,32,17,42,2,47,-50,-40,24,-14,-23,26,-45,42,-12,-29,40,-43,15,48,-30,-2,-29,-1,-32,35,3,-43,-26,43,-32,39,24,35,30,43,32,30,-48,-29,32,46,13,38,38,17,25,-7,-10,-45,-9,10,3,-22,26,21,29,45,-5,-47,37,13,42,10,-36,-13,2,12,34,-29,-1,15,33,-39,-32,-14,-6,43,30,34,49,37,-7,-33,31,35,39,9,29,50,-22,15,-22,36,42,-8,-27,-7,20,-44,-20,-32,-13,30,46,6,-35,-11,-2,11,-28,-38,-37,-18,-20,44,-34,35,-31,46,34,-3,10,-39,-17,1,-30,-28,11,40,-22,7,25,15,-48,20,37,35,-41,-15,-5,-19,-37,-25,13,-41,-32,-4,10,-47,-9,-41,1,17,38,0,35,-43,22,-39,13,16,278.3
1,18,-13,47,-13,24,34,-29,33,35,16,30,14,41,-41,24,26,5,-17,29,12,-41,46,-22,47,-39,-38,-47,-1,-27,-18,-36,8,-14,28,45,-41,11,-35,8,-39,-3,-47,25,-46,-38,-36,-4,17,-36,41,-22,-27,3,-27,-31,14,-49,39,-37,42,-30,44,-1,-28,21,-41,-19,48,41,5,-42,-47,9,0,24,21,14,-31,-46,28,27,49,-50,-21,-29,36,43,40,24,22,31,11,16,46,33,-14,-46,-36,-16,11,19,-42,-20,44,8,-46,15,-28,40,-15,16,16,-17,17,45,-29,2,4,-40,43,-25,41,3,7,36,-15,10,6,-35,44,33,1,18,-38,-6,-24,-34,25,-36,-44,-41,30,-12,-41,-38,50,-20,-19,3,-44,-27,-6,13,-8,18,-36,27,-23,-14,9,37,-32,-41,4,-20,3,-4,-37,-22,10,36,-47,-10,-27,-38,-32,-28,-42,-1,-9,-36,-12,36,-7,30,3,-27,-27,30,9,32,16,27,7,36,24,26,-18,37,-113.7
1,20,42,-12,24,48,11,36,-34,0,11,-19,41,-9,20,-8,35,-35,11,-43,-12,-10,-17,36,22,-41,-8,-26,-1,-32,6,-49,38,-37,-11,-23,-39,17,-37,44,-34,24,-26,-44,-36,10,-1,15,26,-41,-11,30,-34,22,16,4,-3,-43,28,47,42,50,14,-4,-37,-47,23,41,20,36,34,36,-25,24,8,-44,-16,-44,21,26,33,26,5,15,-3,-30,-32,45,45,13,7,36,12,-30,-19,-9,40,-46,-19,9,6,-36,-40,-2,5,19,4,39,-9,41,-20,-27,17,35,38,30,-45,23,-10,16,-15,47,1,13,34,-1,-46,23,3,-15,49,25,-34,-42,-28,21,27,26,-25,-32,-17,5,-43,16,-45,46,-5,27,18,36,-8,19,-2,44,-19,-19,-42,-15,21,11,-13,19,-49,3,27,-26,40,-30,16,31,-12,49,-49,-5,14,-44,-44,26,34,-10,11,42,-42,25,35,-10,-44,9,-9,-7,-31,28,-39,38,-20,4,-39,36,24,-7,-9.6
1,-18,28,-8,-17,40,22,-44,46,-3,6,-14,24,-3,-40,-1,49,0,-29,7,8,14,-7,-15,-9,-20,-18,45,-43,-33,-15,0,0,-38,8,-1,18,-20,5,14,-7,-40,16,-33,8,-8,16,-28,9,3,29,-34,-34,-29,1,-27,1,33,-33,-26,17,-32,25,33,48,-18,-19,15,-22,37,45,-12,13,10,5,37,19,37,-42,-23,-11,38,-7,-29,-42,44,-6,-24,-7,-23,0,-41,-4,41,8,-7,40,39,-43,-33,-9,-48,-29,-46,-22,26,41,47,-22,50,40,17,3,-18,4,-23,43,48,3,-15,-25,20,-40,-13,-24,18,30,-35,-28,3,50,14,-29,-30,18,-34,13,-26,29,41,40,19,-26,-8,-50,28,20,43,26,39,44,17,-26,20,-47,1,-47,33,16,-24,-49,-19,40,-27,2,-27,-11,31,-3,-33,21,-13,2,45,-5,3,23,-36,-39,-36,20,22,31,44,-9,34,-6,-5,-18,27,-13,-17,-43,43,-28,-25,-35,-23,-45,-22,-120.5
1,-39,-7,-19,13,-13,27,-35,26,7,44,6,-24,15,-14,-30,-45,36,-20,-34,-33,-44,-31,-33,31,-39,-11,-45,43,17,28,38,28,-30,-32,-44,-27,11,-28,16,-32,-35,-29,-40,30,8,-20,1,-41,-23,-16,-23,-17,3,-40,-37,15,-1,36,-27,32,13,-40,-25,-1,46,-18,22,6,-30,-13,-10,-15,9,1,31,33,-3,48,42,24,-19,35,24,1,11,37,32,-40,-12,-46,8,17,32,34,-35,27,32,38,-18,-49,41,-11,-48,-35,40,-1,48,-48,-4,6,27,-6,-44,-34,45,18,19,26,-6,-43,-4,18,24,-23,1,40,-47,-18,-7,-48,-17,-17,-9,-49,-1,-20,0,-38,49,47,-16,25,-44,-9,7,-50,25,-24,-8,35,-17,4,2,-44,32,-47,12,1,-49,-46,3,-49,-46,44,-48,-31,40,3,-19,39,-35,16,-21,-29,23,37,38,-3,-38,46,-19,-39,-1,-1,34,47,-32,-4,-2,-30,-34,-50,38,-30,45,6,-11,0,-42,-185.4
1,-13,-12,40,-48,-16,27,-9,-30,-20,38,49,42,35,-41,-9,50,43,-13,-32,-46,1,-46,-29,2,42,-43,-38,-37,-37,12,-28,0,17,28,-32,17,-29,-25,3,1,-38,1,-7,13,-24,0,-22,35,3,-4,40,-46,0,27,-28,-43,34,-16,-29,13,12,-41,29,45,3,13,11,24,38,-37,42,16,-20,-16,45,-28,0,-27,-43,-48,19,47,23,36,-11,45,9,-28,-22,30,2,7,5,-20,1,-42,10,29,-2,-3,8,-11,-37,39,-11,24,-40,39,47,34,8,-18,30,-20,-33,35,-25,26,-43,-31,-28,-25,26,27,-29,44,1,31,22,16,45,-21,-46,-43,34,-6,-3,11,49,-6,-6,6,26,41,3,43,25,28,-16,-2,47,6,23,-11,50,45,-18,-34,-9,-47,32,-15,49,3,-42,33,13,6,-41,11,50,3,34,-9,-7,-14,50,35,-37,-17,-18,26,6,22,-36,-29,-18,-38,-13,23,32,36,-42,31,-12,33,-21,-50,-12,-38.5
1,-12,-23,-47,7,-40,-6,17,-4,-7,1,-25,27,-1,18,49,-30,-2,-31,-32,11,-28,8,-42,-43,-18,39,-39,-36,34,28,3,38,-45,-28,-5,32,17,-39,45,-41,-22,36,2,27,-31,0,14,18,-15,32,45,8,-45,-48,-19,-13,8,-7,2,-9,37,21,-21,8,43,-10,-44,9,1,-50,-15,-5,2,37,-29,22,-47,1,-11,-46,50,50,12,-46,-49,44,-8,-25,-48,44,17,39,14,12,-37,6,18,-31,32,-32,36,-34,13,-13,19,0,-42,22,18,-37,-7,17,-38,-46,-13,31,14,29,-45,-18,-12,-12,38,18,50,-50,-26,17,-31,22,1,-46,38,30,-43,6,47,-34,45,14,46,-13,47,-42,-43,-17,39,-12,29,44,20,-34,-18,7,1,48,7,-9,-19,-8,-38,-2,-38,50,-22,-30,-29,41,-48,32,-30,48,35,-34,22,43,-35,-24,-20,44,-30,50,27,-32,-27,-23,32,-4,18,29,5,30,-23,17,-5,-29,3,16,-39,-113.9
1,-29,-36,-19,36,49,-37,7,7,-22,34,37,39,20,3,15,4,26,42,-49,-29,-25,31,26,21,-43,-41,-35,45,-22,-3,-45,0,11,-48,-49,10,-35,8,33,-41,-43,20,48,27,39,-22,47,14,36,49,1,-40,29,44,31,2,19,12,-4,13,-41,-33,-38,-14,-31,-37,12,-50,-12,-5,26,-5,-36,-10,39,19,18,35,-18,4,33,-1,-20,-23,-42,28,29,-7,-11,-26,-44,-36,-9,35,1,-24,49,-38,-24,-48,-27,19,-37,-47,-42,-49,22,26,3,20,46,-15,-31,43,-21,44,20,-43,-13,25,49,-7,40,-45,-23,-44,-18,42,35,-26,10,-42,43,24,-39,-50,25,34,-7,44,3,-12,-21,-12,47,-26,-18,16,-19,-15,-9,46,-6,47,-49,21,-48,-17,-21,37,-27,39,45,-34,-22,23,33,-47,6,42,47,25,47,42,-37,43,32,-39,9,-37,-38,16,25,6,12,26,-24,14,25,-29,-34,49,27,28,-36,-46,0,13,-43,43.6
1,22,5,21,-4,1,-22,-25,-41,27,-48,18,40,-36,-17,-20,20,11,-44,13,41,31,34,-43,29,10,35,9,15,-16,39,-12,-45,-41,25,-33,10,20,-41,-15,-4,-39,-47,-49,-24,-48,-19,46,-20,-13,8,-30,35,-42,-23,-21,18,-39,5,49,-39,-7,-13,33,2,28,17,28,-3,26,-38,43,37,32,44,-38,35,42,25,-36,45,49,-16,29,-44,-22,-42,-9,-45,13,-45,-33,22,-42,16,-27,37,-18,-50,-17,-43,29,43,45,11,2,23,-39,-7,-37,-25,-12,29,-25,33,1,-31,7,8,-25,36,14,-42,7,22,24,-4,8,-44,-38,8,30,42,-34,-10,2,18,30,13,-39,43,4,-35,21,-5,14,39,15,-29,-4,6,23,-41,14,-20,32,-47,-8,-45,26,5,-21,6,-4,-5,12,14,-37,-9,43,41,-50,-38,22,-13,7,-15,-25,38,-28,22,-41,46,31,23,42,-22,-7,-17,-50,-32,38,-21,-10,50,25,-48,13,4,-7,-192.3
