 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,-37,22,-26,35,42,39,9,7,-37,33,-49,22,-6,-43,9,-32,15,43,8,-47,10,-21,-49,-23,12,-40,-6,-3,15,-27,-42,-6,45,49,45,2,37,-31,25,-50,-48,-7,22,-38,0,47,-20,-35,40,38,35,-1,-34,37,-8,-6,13,3,41,-23,-8,15,-13,-48,13,48,-29,0,-33,46,-34,36,-12,4,48,5,-34,-22,-14,-45,32,-30,-30,15,-44,-21,-42,-14,-2,16,-21,40,-20,17,8,44,-20,29,-41,-3,25,42,-18,29,-39,47,50,-23,41,-15,50,22,-28,36,-48,45,-36,28,-20,-22,-7,10,34,23,-24,-8,-18,-28,-30,-43,20,11,49,18,-44,-41,-20,-45,-13,-30,-43,-14,9,-21,-29,11,-27,-48,-12,4,47,-3,-37,31,-30,-45,-28,-32,44,-42,-24,-21,20,-26,14,-8,-50,44,-3,-13,-36,-30,-11,-11,-1,-24,50,-11,45,-46,9,42,1,-12,-12,-13,-41,-24,6,-48,-16,-2,-18,20,22,46,-39,-12,39,-36.7
1,-25,-9,19,-5,30,-43,11,23,24,16,-17,28,-26,41,45,12,-22,-18,-13,-30,38,-11,-29,-15,21,41,23,-18,19,-39,38,10,-32,6,21,49,-20,-19,-13,-47,47,20,-3,37,11,-9,-36,5,23,1,26,-24,41,47,-23,-23,3,17,-24,38,-6,-37,-3,12,-15,-32,-24,15,-35,13,-16,29,50,-3,15,-24,5,30,31,-23,-20,-28,-30,37,35,-37,-36,-12,30,-10,42,-27,-31,-45,36,4,-27,-39,36,-46,-9,-31,33,-10,-17,-2,-18,38,44,-38,31,-27,-15,-50,27,-31,-36,41,-27,10,47,32,0,-35,37,-49,-15,26,-38,-30,30,-31,-44,13,-25,-11,27,7,-24,-14,-14,-44,-25,-13,24,-49,-28,4,8,-4,30,4,44,-21,-15,30,-20,21,5,-41,41,-50,-22,47,13,-30,-49,-45,-7,-23,-9,29,-50,-17,-35,-10,-16,-12,44,43,0,-11,-38,-7,19,-2,39,49,35,-41,-43,25,-41,-48,-12,-11,39,-11,-6,203.5
1,-19,-17,2,-40,-17,35,42,-11,35,46,49,27,-5,-13,40,4,-45,-47,-42,21,38,-33,-6,-22,-23,-4,16,16,-50,-45,26,-18,-46,-23,-42,-47,28,50,-8,13,46,-10,-45,-44,27,11,-23,-1,14,-15,-31,1,3,13,30,30,26,-39,-5,26,33,-30,-43,37,-36,32,40,8,32,48,37,-7,-13,43,-35,31,3,-8,-21,34,28,-36,-50,-20,27,-4,26,2,8,-30,45,-10,-44,18,44,37,0,-1,-5,48,-3,-19,-44,34,40,-29,-20,-41,14,9,43,-43,-11,43,-13,-34,-11,29,-16,13,49,-22,19,21,13,12,8,-38,-39,-48,-41,-26,50,32,24,40,-48,-46,15,-18,-21,7,-11,19,-35,-8,1,-30,-30,35,-1,35,30,-32,6,-8,-4,30,-30,7,-2,46,-3,-3,27,-29,-48,29,-25,-17,-39,-30,40,0,39,22,9,-11,8,29,41,-43,14,-14,42,36,28,-13,15,48,11,29,9,-43,42,-15,-22,11,-37,-32.8
1,-31,44,41,-10,0,-43,-22,-29,16,-16,-5,-40,41,-32,24,-24,-41,-25,-47,-3,6,17,-43,-16,-25,31,-24,10,-41,37,-11,45,-4,47,-16,46,-47,-21,33,19,13,-22,29,3,-4,-31,29,-28,-40,-2,19,17,31,-8,17,-45,39,43,-19,14,-5,-14,9,42,-18,43,3,-15,-29,-14,20,0,14,-35,19,26,-50,-3,14,-40,11,-18,27,-9,-10,-40,-38,-21,19,-41,43,-36,-4,-33,22,28,-40,-26,30,48,-24,-35,-2,6,47,-34,-18,47,-20,12,-43,7,45,0,49,-50,10,27,46,-21,37,5,-41,49,22,-3,-8,-2,-13,-29,-4,14,-47,44,-31,50,26,-33,47,-45,30,20,13,-10,36,-23,-44,-4,-47,-48,-9,6,-27,-34,4,45,13,47,-7,50,34,5,-21,37,-2,-1,3,-27,-18,-1,46,28,35,-26,-33,20,1,-26,32,-30,43,-28,-7,-35,-46,47,26,17,9,35,-17,-41,-11,-22,12,3,-7,-36,27,7.6
1,26,-21,-12,3,-37,12,-13,34,29,11,15,15,-31,4,-43,-16,8,21,26,42,-21,-23,-26,-46,16,-32,17,-31,12,31,12,-13,-40,16,6,-27,-23,43,23,22,-31,-12,-14,-12,42,-6,-12,-1,-36,-36,-10,-41,-9,-20,-36,23,-1,-3,8,27,-23,36,-37,-47,1,19,-23,-6,-22,16,-35,-3,-47,-32,2,11,12,40,27,-8,20,-34,-33,27,-37,48,0,-22,-6,24,-46,-12,10,34,-9,27,-32,-16,-29,-4,-50,-48,10,20,-30,-39,-19,-2,-50,-43,40,-13,40,24,-37,19,21,13,47,32,-13,17,-31,13,0,-24,-11,-15,11,-24,-3,-23,-21,-44,47,-1,34,44,14,1,-50,3,38,41,43,-50,9,-20,-20,-28,-39,-17,5,47,46,22,-28,-50,-44,-1,-23,3,-8,6,-24,-11,21,-41,-18,-16,10,50,4,-3,6,-4,-2,31,-8,-6,-48,3,27,-26,-1,-12,46,-12,-46,-49,3,-19,-30,46,3,-4,-50,-26,6,-26.8
1,49,-26,-35,48,-6,-21,3,7,-7,-16,49,37,-48,2,-21,-24,17,-17,-29,21,-13,39,-26,19,-41,-31,38,-29,36,28,27,34,-48,9,32,-4,38,-50,-48,-20,-50,18,33,-47,-31,-39,46,2,-6,34,-27,-3,22,-37,32,-3,-18,20,19,-33,-3,-39,17,-1,20,-36,12,-27,-35,-20,3,32,48,-15,1,33,-38,-3,-15,6,47,-26,-47,18,-13,35,32,-15,-30,-34,-32,18,-23,35,33,14,50,-40,37,31,-9,-10,12,-46,-9,-37,38,4,-24,39,26,-28,-38,-5,6,-35,47,-13,0,-34,3,18,34,-3,-32,-17,-40,-33,-7,47,14,34,-48,-24,5,-6,-45,-8,48,-19,47,23,-31,25,35,25,40,31,-38,-11,47,-19,23,-3,28,41,30,38,25,-28,1,-46,23,3,-20,-23,47,-49,-15,10,-18,48,50,-33,22,34,43,11,14,-46,16,-24,-49,-46,23,30,11,2,-17,-49,-9,34,-44,30,-47,-48,-44,50,-46,12
1,-43,-24,-48,21,-25,-30,-8,25,-38,19,-46,33,-50,-20,34,-46,-47,-21,15,-29,-21,-17,12,29,-11,-9,32,-9,-37,-2,-5,37,-10,-36,7,15,-16,15,-45,-38,-17,-41,45,50,-11,-6,-47,-42,-10,-15,-20,-15,18,8,-37,23,16,12,-37,29,26,-25,-18,-35,-11,39,-4,-11,-30,1,1,3,-24,-39,3,15,5,-28,-10,11,-27,20,46,7,-23,-41,-21,9,-13,-7,-12,-38,-16,20,-23,-11,-26,23,28,-6,40,45,14,-35,-45,33,-4,-24,21,36,38,45,5,33,1,-1,8,31,-43,45,40,-39,-44,40,-3,-17,-22,-12,22,22,-2,11,16,28,-8,-13,10,39,13,48,24,0,42,-21,-17,-42,-6,41,5,-33,2,-40,-21,8,50,-8,8,-23,30,46,15,-22,7,-20,22,49,17,-18,37,47,46,-23,-4,3,-28,-5,11,16,-48,-34,33,4,-24,28,-39,-24,-30,-15,-31,16,-19,1,10,4,31,-18,-32,-36,-20,-260.3
1,22,-40,-25,49,-28,28,-30,18,-46,2,20,-30,-50,-27,-37,29,-50,-45,15,-48,41,47,-17,-9,7,3,39,5,-13,19,35,-42,-5,26,23,17,3,43,-16,7,-6,20,-6,-39,43,-27,40,10,-22,-30,12,-32,33,11,-24,-11,30,-36,10,-34,33,-6,-25,-23,-31,48,10,-12,7,11,12,17,-20,22,28,40,45,-17,-1,-28,-31,27,-44,-48,-47,-18,-43,33,-38,18,49,45,-39,40,38,48,4,-36,-49,-40,25,-21,-7,-46,-50,-29,44,11,4,-42,-1,-10,35,-28,-8,38,4,-1,-14,-17,-34,-15,44,45,41,32,8,-6,46,9,-30,-14,39,14,-10,5,35,-50,33,-46,-42,-19,-6,10,3,36,-37,24,-49,0,-44,-33,1,50,28,-9,-3,-15,36,-42,45,22,-6,-1,-15,35,20,-31,35,2,41,9,0,-50,-32,-48,3,-18,-8,4,32,-2,-13,49,-36,-35,-11,11,0,41,20,-40,13,-37,9,14,14,46,34,27.2
1,-36,-3,-10,24,13,-44,8,-18,9,40,24,29,-13,-28,-34,-15,-14,-19,-9,13,-3,48,-18,8,-24,-38,33,41,-8,28,-10,7,42,30,47,4,36,4,36,-39,-40,-24,40,-3,-36,-45,-1,0,-48,6,29,-34,3,28,24,30,40,6,-14,48,-50,26,-30,8,-29,-34,28,23,-13,14,0,-3,6,-10,44,20,-39,-42,36,-36,14,14,47,-33,-9,20,13,47,42,15,45,8,-10,-36,-35,-23,48,44,16,-16,-27,-34,31,29,6,-10,-2,17,-1,-17,-3,-38,13,-7,46,-46,29,-26,17,-13,39,11,45,45,-8,27,38,-11,20,4,23,9,20,3,-13,42,43,1,-26,-43,0,-12,-30,-38,-3,32,33,-24,-44,0,-21,45,27,-27,6,-32,16,-7,7,-15,47,46,44,-18,-2,47,-27,-43,-37,-2,-36,13,36,-50,-8,-18,33,41,-26,5,-44,3,-35,0,-7,21,18,-42,-36,42,-40,27,37,20,-41,-49,17,-18,-42,53.2
1,-4,-4,39,26,-19,6,-33,-20,-12,24,4,9,31,24,24,-20,-34,-5,14,41,9,5,-50,-15,-42,21,-40,-41,-13,-7,34,-1,39,22,-26,37,-23,-9,-34,-19,32,-14,40,-22,-41,14,-26,42,25,38,33,-17,-41,33,-16,34,3,-39,43,6,4,26,-45,-42,-3,-21,11,-9,-13,27,-12,35,30,45,-38,39,8,-14,31,-18,40,-21,-19,15,-39,-19,-2,15,-8,-10,37,12,32,42,-13,46,38,48,-14,41,-9,-10,25,-30,-16,37,25,42,39,-29,40,28,0,37,-41,12,35,7,43,43,14,-5,-29,-5,-47,8,-10,41,-29,-8,-3,12,33,-29,-2,-34,24,-27,25,12,-6,-20,-45,45,34,-36,-28,-16,-12,31,-24,-49,-25,-3,-38,-22,21,-31,35,43,11,-19,4,-41,2,-48,43,-25,42,-17,3,-15,13,9,46,-38,-11,34,-4,27,14,23,-6,40,36,7,-33,7,-8,-48,-35,-48,50,19,-38,2,-13,21,-7,37.6
1,-22,-47,47,-20,16,-29,-25,-5,-24,26,41,20,-11,-21,-37,45,-35,-14,29,-12,28,-3,3,-3,-4,38,-25,48,-25,46,-43,-31,49,20,-35,-20,7,-43,25,33,33,-18,-32,-29,11,-18,-34,-8,-16,11,-4,29,-43,49,42,3,37,-34,-33,28,28,-26,13,26,10,29,22,-34,36,-37,15,-16,-5,34,5,22,32,-13,-36,32,48,10,10,-46,-25,1,-26,28,-17,-9,-29,-40,-19,34,2,41,-22,41,23,30,-47,-13,-37,-36,37,-15,36,18,-12,50,0,-14,-24,26,-44,1,44,-20,45,-24,-13,-35,-47,18,49,-29,-26,44,-39,13,23,31,17,37,45,3,38,31,-29,-25,-4,-13,-23,-12,-38,-16,5,22,-20,-1,49,-16,14,18,18,-21,5,9,-28,-17,-29,45,-37,38,-3,25,-9,-16,5,-22,-24,17,15,3,-45,-7,37,-24,-35,34,26,30,-33,-11,-37,1,18,18,-41,40,-50,-19,1,31,-32,14,5,9,15,-50.1
1,26,3,41,-8,34,-7,-37,-23,47,-10,-42,30,32,4,13,37,17,-37,-29,-50,-27,27,-49,4,-23,-2,-12,42,-48,14,6,28,-34,-38,36,-50,5,16,44,1,22,-49,-20,3,-29,9,-11,38,23,-24,38,12,-47,5,-35,-20,19,3,38,21,-34,-41,-36,50,-29,-50,50,-7,-18,9,44,-47,-24,41,6,-3,-1,11,-50,38,38,4,-1,7,26,14,37,-6,34,-9,-35,16,-34,46,15,-46,12,-20,-3,44,39,-10,47,-36,47,-32,-23,-4,-4,-23,-17,50,32,33,6,7,-38,-42,17,12,-1,-2,-22,-18,-6,43,-14,-45,40,-1,16,-6,5,12,9,2,-3,2,48,43,-4,47,8,-23,-5,-37,0,-26,-29,33,36,-13,-19,-37,19,25,23,21,-4,12,36,28,-45,-10,-44,-20,42,3,-1,5,-39,45,-32,19,38,13,32,-47,37,19,36,23,-45,-34,2,-10,7,41,27,20,-32,-22,-3,41,19,3,37,-24,22,70.5
1,-15,-2,-1,-21,16,-33,33,45,15,36,-2,-50,22,37,22,38,-12,29,-5,-21,5,31,-37,34,-23,-47,-32,-3,41,-6,-32,-25,42,18,-29,-27,1,-47,-32,-34,40,16,33,11,2,4,-36,6,-18,-25,1,4,-45,15,-47,-17,18,-29,30,8,-19,14,0,40,48,-13,-38,-1,-10,47,-19,46,-22,-37,-28,-4,17,-13,19,16,-22,-31,-31,-16,0,-28,-17,-32,-41,29,-8,-44,-8,8,46,-10,45,25,5,-15,-13,36,47,16,49,-31,-39,-19,-28,30,13,0,16,32,34,-35,20,-34,50,-5,11,-42,2,-47,16,-37,-41,11,4,14,12,42,-35,8,7,-37,-7,-16,-40,15,31,24,-35,-4,-29,49,-23,8,32,-23,-48,-8,-49,-30,-39,17,-16,37,44,38,-34,-29,29,-19,30,-49,-40,-28,-48,38,4,33,11,19,45,-2,-17,-29,-45,-36,-36,25,-27,-35,45,-50,-1,45,38,-42,-1,20,-20,44,-49,26,46,-39,14,-141.5
1,14,49,-33,-4,-25,36,-10,-10,-31,-23,-5,50,-42,36,-28,40,-3,40,-46,-9,-7,-37,6,-38,-7,0,30,-32,-39,42,32,25,6,50,-30,-2,1,-24,38,20,-31,49,20,-23,35,8,34,-19,-3,38,-12,6,-50,45,19,-7,-6,-36,-23,-29,22,-41,46,-22,25,32,-8,-25,-43,46,12,-24,44,48,-30,-6,5,-47,-9,19,41,30,-26,42,-10,9,-50,0,24,-22,21,-5,-47,16,-11,-6,-3,-3,-15,-30,-8,47,-38,-14,44,-18,-4,-35,-49,38,0,9,-17,-10,0,-11,50,-34,39,-11,-40,-25,0,30,7,6,-27,20,-48,-25,40,-39,-29,18,-3,32,17,9,13,18,-4,-38,-24,-5,2,-8,34,-33,9,-12,-28,-15,13,-11,-35,-31,45,-12,39,13,13,-6,24,1,-38,37,49,29,-4,11,-38,8,-11,-45,20,41,-3,-31,-42,22,-26,47,-43,37,-15,39,23,46,-24,-23,9,6,22,49,23,0,2,-13,45,37.2
