 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,11,-12,23,-29,0,17,9,11,-23,47,-2,-37,-4,6,-4,-34,14,-24,-27,-8,50,-21,22,21,-22,33,25,50,16,-44,7,-24,-5,46,-37,45,-22,23,-28,5,-15,-14,-16,32,8,30,14,-29,-44,37,-21,-45,-35,17,-8,-40,-1,-33,26,32,40,-18,-43,-50,-22,38,12,6,10,34,28,11,36,-39,-42,-7,42,22,-20,14,-26,9,-15,-44,-25,-7,-34,-9,10,8,-28,-34,40,46,-34,34,33,28,-44,-42,-23,34,-14,29,11,-6,-29,-32,33,-33,-2,-44,-8,-1,-38,-16,43,45,25,2,2,13,18,-42,8,1,8,-43,45,14,32,-28,-37,-33,17,25,12,39,9,-40,22,-43,-34,-36,6,46,-36,-2,6,39,17,25,-33,-50,33,-9,1,-10,-2,-4,21,-20,-16,34,-37,-50,-26,25,5,34,35,44,7,18,-43,-38,-21,-29,-23,35,26,10,-25,9,-24,-43,50,-6,-36,-36,40,35,-40,40,-16,-27,6,-25,15,166.3
1,28,-42,-35,21,-19,33,-6,-7,28,15,-14,-21,-44,12,4,-19,39,12,-20,-18,-8,-6,38,43,4,-7,43,28,49,-33,-42,26,42,-27,-4,-28,-44,40,-18,34,-30,18,29,43,47,-17,-27,35,11,-30,33,-48,-20,20,11,35,-38,3,-22,27,-13,-14,3,-22,9,15,1,-19,-29,33,32,-43,-34,10,17,-38,43,6,13,3,26,-5,-29,-44,31,-2,7,43,-49,1,-14,-12,37,5,-18,-39,-31,33,-41,-44,-19,41,31,-36,-34,-3,43,26,-48,6,45,29,17,-34,1,-2,14,-43,-44,-19,8,-8,-15,-40,47,18,38,33,-34,47,5,-2,3,-15,-22,20,32,-30,-39,35,-8,-45,-21,-41,38,30,-27,-32,37,-21,-1,-6,-12,1,-30,-16,-32,-43,33,-16,-46,-12,-2,-27,23,26,9,5,47,20,-45,-12,26,-16,-37,-21,-37,-14,-3,16,16,13,26,-47,-37,46,-47,-19,-48,37,-19,23,41,-4,47,13,-29,-29,34,221.8
1,34,42,39,39,-17,-28,-49,-22,-49,-46,26,17,-14,-12,-8,-11,1,-13,-42,-2,-44,11,-5,-5,1,41,-43,31,-38,-21,14,12,37,3,0,-31,-9,-32,-3,-7,-28,39,-41,8,43,-32,13,-7,5,-13,7,-23,49,-48,23,-35,43,30,46,21,25,-24,-17,11,29,-1,-4,-31,-17,44,-22,5,-2,-12,29,-9,6,-43,0,27,-5,-43,-46,-41,26,-7,41,-16,39,3,22,14,29,21,-26,-27,-31,21,-8,-31,-20,21,24,28,25,-31,35,47,-24,-15,23,21,-42,-7,-4,0,2,-13,34,-9,40,5,-46,18,42,45,41,28,15,49,47,45,-15,-14,-11,26,5,-27,22,32,-26,-39,-32,-18,-30,15,32,23,18,16,30,7,37,34,41,-5,-6,-3,-28,-41,-39,-32,20,-3,-30,25,39,26,49,11,-27,-28,-12,-43,-29,8,-12,-48,47,-45,-16,26,-22,38,-25,-32,-18,20,-19,-30,-5,-7,-46,-36,6,-26,40,-6,50,-96.8
1,4,21,39,-8,25,47,13,-17,-16,16,46,-44,16,-12,-16,3,-21,-31,1,15,0,21,-41,9,25,41,-36,16,-4,9,-19,50,46,-30,-9,21,33,21,20,33,-14,-19,5,18,19,40,-29,49,25,-12,-21,41,26,-11,0,-34,-21,14,32,-9,39,-37,-10,35,50,-3,-29,-2,-33,41,-20,-31,-29,36,38,7,-9,25,-29,-35,-38,0,-45,38,39,-29,21,34,36,2,-26,-10,-19,-20,-26,-20,28,-5,-6,11,-49,25,31,-27,-24,18,30,-17,-42,-50,-36,37,-34,-31,-9,22,-43,-39,5,43,13,-4,-18,11,-8,-27,41,36,-16,-49,-3,-48,26,44,-25,18,-23,21,-50,-15,-13,-36,-29,3,50,12,-26,-44,23,-4,15,-48,8,14,13,16,3,-31,2,3,-30,15,5,12,8,-4,-21,35,33,46,-31,36,26,-10,-11,26,19,-21,-2,-9,-9,30,-41,15,-7,22,-19,12,42,33,-36,-39,-3,-14,-10,-46,32,19,39,203.1
1,-19,-19,24,-34,-44,30,5,-2,-2,1,13,6,8,-8,15,-27,1,-47,4,-38,45,-14,43,22,-1,-22,-39,-31,27,-3,24,-43,28,-3,-27,34,43,-5,49,-9,12,11,13,-31,-48,44,-8,-31,47,12,-19,7,48,40,-21,-38,35,-10,-19,11,3,-46,-16,-20,-33,-27,31,-40,-16,29,-33,46,-45,30,32,-43,-11,-27,43,-14,36,-27,43,-1,29,38,-22,13,45,9,40,-3,-20,40,28,-3,-37,-26,-27,-3,19,-10,-41,24,36,41,-3,-25,-37,-11,-23,15,-22,-31,31,23,-43,-42,-14,-49,17,42,-2,13,32,42,27,11,32,50,24,-34,-44,33,40,42,23,-48,33,3,-43,-41,-33,-15,46,14,-42,-48,22,-40,20,-11,-49,34,18,-1,-8,-6,26,40,-40,0,-44,-34,-18,46,24,-45,15,7,-26,22,-18,-43,-43,-23,22,32,46,-7,8,-19,-2,9,-35,-34,25,-27,10,0,-38,-14,16,-32,2,49,31,-24,20,50.2
1,-5,-1,44,-34,31,-50,40,25,-12,-13,-14,32,45,18,-21,-30,33,-39,45,-45,-12,-40,-33,24,27,-14,-24,-9,33,-32,-40,-23,-17,20,-41,30,-14,50,4,25,-14,41,-28,-19,8,1,-33,-44,-21,-39,28,17,38,45,-10,-20,47,-18,21,29,0,-3,22,33,-34,32,13,-31,31,33,10,33,-11,32,30,47,49,47,19,-23,24,-4,10,-22,-43,-50,8,20,-18,-21,-35,-1,26,37,48,9,18,-24,-6,-36,26,-47,14,-36,35,-41,28,-1,23,-4,27,-4,9,-14,24,16,-48,49,-15,-49,-23,-34,-34,19,-47,-37,44,-13,-44,-13,-32,32,-10,32,46,41,7,-11,-44,-21,36,-1,-8,-6,35,32,26,4,30,27,-29,23,44,-13,-42,13,-34,-49,50,-28,-45,34,20,-39,-19,-18,-48,39,21,25,-33,-28,-27,9,-18,24,-9,-43,-23,37,1,-2,10,-6,1,18,-44,18,-15,22,6,-10,6,-24,2,37,8,-30,-9,-100.6
1,45,45,9,-33,-33,34,-1,41,41,-27,35,28,24,49,-47,34,0,-13,6,-33,22,-23,23,29,-1,15,-20,-48,39,-34,-7,34,27,18,17,10,-32,-35,-34,-42,-12,-50,2,28,16,-29,11,-35,8,-34,49,-20,-40,-13,25,9,-48,21,-23,7,37,-13,-10,-21,-46,-44,5,39,39,21,14,43,-12,32,21,-47,-47,48,35,11,-36,33,7,-26,-31,-19,-1,-29,18,27,29,-30,-37,35,-1,34,8,-47,-11,-38,-9,-48,-46,29,34,-9,-2,3,-45,-18,-36,-31,-36,-13,-41,-17,-15,8,-29,-48,-50,50,-27,30,0,-12,-20,24,-8,19,36,-1,-13,7,-23,37,14,25,-10,19,-44,-30,4,37,7,13,-31,8,38,-10,-23,38,-45,-34,-16,-28,4,14,46,12,49,-2,-40,-15,21,-13,-29,-16,28,-23,20,0,-3,-27,-14,21,37,-28,45,-10,12,-29,-23,-16,-13,-23,6,42,7,-33,-31,5,15,-20,6,-15,-17,-6,-14,180.1
1,28,21,-45,-23,35,-22,-20,5,31,-32,-1,-30,-4,-13,-2,30,24,-9,-49,-19,49,-31,1,3,34,-3,26,36,30,-31,-29,-27,40,-24,-33,24,4,-3,45,-15,15,-40,5,27,-3,19,7,-30,-40,8,-32,25,27,19,-23,-23,32,19,-38,11,38,50,1,-6,-25,18,34,-5,31,29,-4,-39,5,-49,38,-49,-14,-6,38,-38,19,-45,37,-39,-10,31,-12,-29,-1,-34,-1,-13,32,50,-3,-44,17,-20,-32,-37,-42,14,-26,13,-19,-39,-20,18,-28,-32,-4,7,40,-17,18,-20,30,23,1,45,5,16,48,-13,15,-6,-41,48,25,-23,-40,-1,8,-50,29,39,29,-42,-28,17,-24,19,-27,-34,18,41,-38,-3,-21,13,-9,35,46,-11,38,10,33,13,-26,-27,41,-50,23,-36,-49,1,-48,-4,9,-25,-38,2,44,-15,-16,-23,42,-4,24,38,25,31,-12,20,36,-25,47,-15,38,-30,8,-6,37,-20,8,38,31,-23,50,13.9
1,-44,-32,-39,8,28,-38,8,-46,21,-47,28,8,-6,-26,46,31,-40,37,27,-5,-10,13,-48,1,-1,50,25,-47,30,-49,-48,2,-31,-36,-41,47,43,17,-50,13,-14,-6,37,-3,-15,32,-23,-5,-16,20,6,25,49,-26,-25,-3,-27,50,0,20,-49,-31,-29,37,50,48,0,42,-20,-34,-29,17,11,-43,30,46,6,-44,-44,40,-8,12,14,-10,36,5,37,26,5,-47,-5,-28,39,16,25,38,13,-26,-5,10,-9,16,-24,18,-10,22,-21,46,28,-15,35,36,13,-1,-25,-36,-47,28,40,-26,-3,-16,-4,-15,17,-29,39,46,-39,-16,5,2,16,-3,36,-45,-32,-36,-50,12,-35,36,-3,-6,-50,22,9,20,0,-36,45,13,-1,-44,49,32,44,3,27,22,37,-18,40,3,-5,26,-26,14,6,-25,-25,-12,27,23,32,27,-40,-44,-38,-24,-29,23,40,-14,30,4,34,-11,-44,10,-40,10,8,-50,29,-47,-8,-48,-17,-70.5
1,48,-23,8,-49,-47,47,0,-4,24,6,9,50,-7,-19,5,-5,27,25,-22,33,32,5,43,-9,29,9,-31,32,-50,38,31,15,-35,-45,16,35,-49,-35,48,-9,-12,6,-43,-3,3,12,9,-20,-13,3,29,35,24,21,42,3,47,27,-50,47,14,32,-23,-5,37,44,-20,4,25,-23,46,29,-1,-48,43,18,-20,-33,14,-17,20,-8,-33,-40,-37,-42,13,26,1,13,22,-35,-40,16,10,13,-25,6,34,16,-1,29,-5,48,-3,-47,16,-7,-30,-21,27,6,-12,10,16,1,-15,45,-24,36,8,14,-50,-16,46,-23,48,-30,33,31,37,49,-25,48,12,-12,-50,44,-3,37,-27,-27,-8,11,34,25,28,-32,19,20,-47,43,50,21,-23,46,14,41,32,-38,-13,18,-40,-22,15,23,-18,-19,16,29,-33,5,-48,-24,32,2,-50,-25,-14,19,11,-45,-22,11,26,5,-28,-45,-39,-47,-32,-36,-12,-22,-42,19,-50,-10,-50,140.8
1,-17,-32,-33,38,37,-41,20,-46,-41,45,-10,-5,-28,-38,23,33,4,44,21,10,21,-10,28,35,28,-45,43,-3,23,49,-37,-45,33,47,43,20,-44,-22,-10,32,40,-3,-24,-39,9,15,10,-38,-26,47,22,45,-14,-1,-5,31,-29,-47,44,44,-49,-44,15,35,-48,7,-30,25,2,10,7,-9,23,-1,-32,-19,-36,28,-40,-12,-10,32,50,26,48,-6,6,35,-2,-35,28,-1,-29,-42,50,41,15,-31,15,33,-4,38,40,-32,-13,-43,-34,-33,1,-24,5,41,24,4,-17,-13,15,5,-29,-38,21,15,11,8,23,11,-2,-46,-4,30,37,8,17,27,27,20,0,9,37,-49,35,-8,8,8,12,41,46,-24,-38,33,-12,33,-2,16,-10,-30,43,5,41,-46,-16,28,13,17,-30,-45,-13,20,14,-27,-13,-2,-19,12,22,10,-32,-17,2,-20,-34,7,29,-20,-28,-31,-34,31,-10,-43,1,-10,1,-37,-44,21,-32,-41,-44,113.6
1,32,50,-40,46,47,-12,18,6,6,17,-42,37,33,15,15,29,3,0,46,50,40,19,0,-21,-31,14,-48,6,-2,-39,-22,-20,-40,-12,-25,-43,-8,9,-21,49,-24,-13,1,25,18,32,4,-30,-18,-1,36,38,-33,-14,34,-48,50,36,-26,-3,13,2,-7,-10,7,-15,-37,49,44,-8,47,-31,-4,-37,11,30,46,-36,17,-23,-21,2,31,-38,38,14,-36,3,-35,-12,17,29,6,26,35,-38,-40,48,28,-46,-45,-10,40,-33,4,0,48,-1,-20,-20,26,9,32,-28,21,-14,37,1,5,-49,5,-29,-4,-39,48,-20,40,-43,44,17,28,50,-43,-16,33,11,0,-4,-41,-3,26,1,-45,-26,-11,-7,-24,-25,44,31,44,-1,-48,-11,-24,16,-14,-35,-11,-21,-1,34,45,6,34,-6,33,-17,40,42,-4,-18,-42,2,6,-3,45,32,-11,4,-22,-18,19,47,-13,45,12,-11,27,18,-15,-25,1,46,31,-16,-11,13,-17,205.6
1,-21,-30,30,11,45,48,33,-43,8,-20,-4,-39,8,-6,31,5,-2,-9,-34,37,-33,0,38,-8,-50,34,39,-50,39,-33,-50,-33,-47,-4,-6,48,-7,43,-45,-50,-28,-33,28,31,12,-26,-49,26,16,34,12,-1,-16,-34,8,-50,50,-38,-49,4,-20,-49,22,50,-37,32,48,6,25,19,-28,13,36,16,-41,-37,41,-40,39,-28,45,1,-13,45,-17,11,45,49,24,46,2,20,13,40,19,26,22,-18,48,-38,-50,36,-9,37,-32,1,50,25,-23,39,13,38,-45,50,32,-46,-23,27,-48,-50,-12,4,-14,18,-6,21,-41,32,-47,24,10,-47,9,-50,6,-7,1,-28,-33,29,27,30,16,-2,-4,-36,2,23,41,4,23,45,24,25,12,-33,-5,22,15,-2,-5,-26,-32,20,-25,24,-37,-8,12,-20,-30,-12,27,3,36,-28,17,-13,45,-27,41,-17,-33,-19,-43,-4,-36,-32,-33,30,17,-22,-47,1,48,45,-26,27,-13,-129.2
1,37,24,-27,41,0,-8,27,22,25,-37,-18,48,21,-19,32,-49,-12,-23,-35,6,-40,11,39,-12,-19,-11,-49,-25,-20,29,-22,33,2,2,23,18,44,-35,-45,-15,-21,-13,49,16,18,30,-17,22,23,-36,44,-1,-8,-1,3,23,4,5,48,0,50,-24,-18,-33,-6,22,35,-47,37,6,-12,32,43,-13,-37,-24,33,-38,14,6,44,-27,21,-15,22,-26,-43,-24,-5,21,-8,-6,47,-9,-23,-44,-38,-39,-40,15,17,-36,-37,-25,1,43,-33,-16,-45,-3,6,49,20,43,50,-42,-34,-44,-50,11,27,-8,21,-10,33,48,-4,11,25,-28,-24,-43,-47,-45,-18,4,14,-35,4,19,-22,26,-17,49,19,-18,-44,35,-46,-44,-38,32,-2,33,38,48,31,50,8,-29,39,34,-21,42,5,-23,-5,-31,-7,16,4,21,-9,4,-15,26,2,-9,-23,7,-37,-11,-12,-22,38,42,-25,-16,41,33,6,29,-17,35,20,4,-39,32,23,156.1
1,-30,-3,44,8,4,-3,43,47,49,-50,-27,5,30,-22,9,-43,-35,0,49,-34,-43,32,-12,36,31,-28,-28,-16,50,-47,24,-30,-34,17,-6,-14,-37,-14,-18,28,-48,-29,50,33,-1,8,6,-19,25,5,-3,32,-14,35,-17,33,23,-29,33,-12,-26,6,8,-44,-28,18,-7,-49,-46,-9,-4,23,13,-5,5,-39,-48,-39,-42,-7,16,-29,41,18,22,41,-34,-6,-39,49,33,-48,5,-44,-42,-7,25,-33,-39,-5,9,7,-33,-29,-49,-11,49,20,0,-43,30,32,-22,20,-35,-50,-24,-19,-40,-12,-21,9,-10,0,16,-36,10,-44,49,21,-33,7,44,-16,-6,11,23,-8,47,39,-35,26,20,-40,-38,35,-40,-12,32,37,-8,28,-4,-2,-23,28,13,37,34,11,7,-50,34,-34,-50,-23,27,-10,-15,24,-22,-33,-35,15,-23,-23,-35,-47,-18,48,40,24,25,-15,39,-49,-38,1,5,12,28,28,-22,-23,45,46,-30,-13,-15,-49.2
