 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,22,33,-50,1,12,-1,-37,46,32,36,-34,2,-21,25,35,32,43,18,27,4,-17,-26,-15,41,13,-37,-49,-32,26,-24,-18,-37,-42,50,15,20,-2,28,-19,46,-20,-37,-3,-25,38,48,-44,-4,-18,34,50,15,24,-50,-28,-14,-37,40,5,6,-35,3,-15,-27,2,50,10,16,-6,7,11,24,21,25,15,8,22,21,21,-47,4,-14,-15,44,-13,7,-20,-34,-4,35,-12,-23,-47,24,-34,-28,-11,-8,38,33,50,-35,-28,20,40,3,44,-23,-26,-20,-19,-6,17,16,-12,20,39,18,2,-50,-32,7,-23,-29,47,-41,-41,-15,2,48,35,1,29,23,37,18,-24,-4,45,-34,-7,42,10,-41,-27,14,-5,-39,-19,13,28,-35,-31,21,-47,-35,31,-38,-33,49,26,18,-35,4,-44,18,38,-18,-37,-1,-2,6,-10,25,-19,-20,-12,-8,-9,-14,-45,36,-33,41,6,37,-44,-48,50,40,-50,-9,7,32,46,13,-1,-1,12,99.9
1,13,48,26,35,-46,-34,33,-16,5,-26,-9,7,-21,-24,-10,-30,-1,-23,43,-33,-24,-2,35,-17,21,16,-22,50,-35,-6,11,-6,-9,-47,45,-5,-31,27,-5,-10,18,37,13,13,29,-47,33,44,-20,-9,-39,-28,5,46,5,-25,-23,34,-25,-42,44,2,2,-16,5,-37,-4,-9,40,41,31,-27,27,-40,37,-28,-37,-15,-35,-7,27,43,15,-19,38,-31,-27,32,19,-2,40,12,16,-42,13,38,-29,-42,-22,27,49,25,-50,-8,35,37,-20,14,-29,-5,-44,14,-12,-13,12,42,7,35,23,42,49,-21,-30,-20,-13,33,-33,8,7,-39,-16,-29,37,-16,-21,-13,37,9,-49,-42,21,24,-12,-42,-39,50,16,-16,0,-45,42,-36,-16,-39,-5,21,10,-22,45,-34,-10,-22,-12,43,-21,17,46,-35,43,47,40,13,-13,45,-13,-36,44,-48,-2,-40,24,-45,-26,-43,34,-15,-6,-41,14,-12,-24,-47,-17,-20,12,-22,13,7,-41,-68.4
1,5,-30,50,34,7,44,-30,21,3,40,35,-21,13,6,-30,-13,-11,5,-3,-1,35,36,-9,4,35,-13,-35,-38,16,23,-29,38,9,37,21,-35,-4,42,2,16,31,-48,45,-41,-26,31,-4,-20,-48,10,-5,37,-39,36,-9,46,39,-28,24,4,11,45,-9,-31,-2,-38,-16,10,20,2,-25,-34,-30,37,-25,-5,17,-12,25,19,48,-31,-28,-42,21,13,20,9,1,-7,29,-38,-47,-30,-19,-33,49,-18,28,18,0,-48,0,21,5,25,32,-28,29,-28,7,-8,-43,29,-34,28,-43,36,-48,9,45,-3,21,49,-17,-49,32,-19,50,9,15,0,12,-36,-30,33,6,18,-46,-50,40,-22,-7,47,-44,9,-10,-36,-39,-42,23,22,5,-41,20,39,27,2,36,27,27,1,-24,-46,-19,-38,38,3,30,8,4,19,36,47,15,43,-29,21,23,49,29,-39,21,50,-30,-44,4,47,-26,-10,23,-49,7,15,-45,4,27,43,-43,156.3
1,6,1,11,-26,-48,-27,5,45,-6,42,-17,-7,-14,-6,-37,-14,-20,-31,40,44,-40,46,16,-39,-32,48,-34,23,24,26,30,-20,43,-44,-30,45,-21,-8,6,23,-17,5,32,20,50,11,22,46,-3,-23,39,7,-27,-29,18,-43,-32,0,30,42,42,-25,38,0,48,25,-5,-24,33,17,16,32,-29,-3,-33,37,25,39,33,-29,33,21,-6,-45,8,28,-38,26,44,9,-16,36,0,38,-49,-2,-22,-38,24,-40,29,-45,9,17,-31,26,-31,44,-19,18,31,-37,-45,-26,35,13,18,13,-11,11,-29,23,-38,22,-24,-36,36,5,-24,9,-19,22,-19,40,-12,0,16,-27,-7,13,42,40,26,47,-37,10,9,31,-28,48,-43,-6,-14,-30,32,-21,-16,17,34,-24,42,31,48,-28,21,-49,22,-48,-25,31,15,33,20,-10,29,-1,16,-13,46,38,-49,-47,48,-47,40,-5,49,40,28,32,-35,-14,-21,30,8,16,31,47,18,85.5
1,22,-7,49,-30,30,-46,49,-22,20,-48,41,-27,20,44,-29,23,-1,16,22,-12,-40,-31,-31,-4,-36,49,20,30,-4,-18,-37,34,26,-39,-46,5,32,19,-1,1,21,-11,25,-10,49,12,30,-37,44,-33,1,-47,-48,-13,-1,34,-15,-31,13,-3,1,27,48,43,4,-49,-37,-14,20,-21,3,-43,18,-23,-37,-17,5,9,-4,-1,26,14,2,-5,-50,18,-22,-49,3,7,-35,20,50,-38,13,4,-37,-8,6,-1,21,-42,-28,-45,-48,-14,-12,7,45,0,-45,-13,30,-26,32,-4,42,26,-2,-6,49,13,30,49,-9,-8,-32,-30,1,24,19,-29,-2,42,-24,-34,44,-20,24,38,-3,-5,-26,-24,19,22,-11,-24,-37,37,-14,-38,-35,-34,27,6,-26,45,26,25,-16,-40,47,32,18,-28,15,11,-31,-12,-35,16,-1,-11,8,-32,28,47,-40,7,-1,-3,19,14,13,-5,36,37,-45,-23,-22,-11,-46,-26,38,22,-38,2,50,-40.5
1,-19,6,-36,47,-46,-31,5,39,47,1,50,-30,-50,-38,39,-20,-9,-50,33,44,-45,26,-29,-39,30,-5,49,-32,8,-34,-33,39,22,-19,2,-8,-34,23,-19,30,40,47,50,6,25,38,37,-35,4,-15,-42,-24,-40,-20,-13,41,25,-15,-42,49,1,42,4,39,39,22,-20,-46,-6,-23,34,-17,-27,33,40,14,-13,-8,29,41,27,38,-34,3,34,3,-41,-26,4,-33,-27,21,25,-7,9,13,-36,40,18,8,33,1,7,23,-50,-38,-14,-13,-30,-35,-23,47,19,-40,-34,2,-21,-25,26,34,-41,15,4,34,-43,30,-3,-29,-15,31,-5,-33,-19,19,40,-19,31,-24,-16,-49,-43,12,14,26,-12,30,-23,17,22,19,-34,31,-16,-13,14,-43,-34,27,46,1,7,-10,-16,5,-42,-26,36,6,-34,-30,7,-27,-2,37,15,2,-17,42,35,-46,-24,-49,35,10,-46,-36,18,-30,8,13,-13,-36,19,21,19,-6,11,-29,50,51.2
1,-7,-43,-28,16,-29,25,-20,23,-43,38,7,-39,-36,-26,12,-10,-22,27,24,-36,-50,-48,1,-36,22,39,0,32,-35,-13,-3,9,-6,-15,41,-19,-41,38,-47,-33,25,-24,-22,5,-33,41,46,-5,-17,19,-24,-17,-12,27,-37,-41,-19,13,7,-3,16,-47,22,-41,-12,12,-10,-3,-1,-41,14,41,-48,9,-5,-31,-35,-44,-20,-36,-8,6,-37,30,50,-24,5,-20,6,-39,-7,-29,-36,31,48,-32,-41,-47,-19,8,30,12,-36,32,-30,-24,17,-49,49,47,32,-10,-31,45,36,-32,37,-10,-36,-8,1,-26,-20,-19,-46,44,-35,-37,13,-3,-12,-42,-42,-32,40,45,-6,-28,12,-7,36,-7,-1,-46,-13,-15,-28,-27,25,-14,-18,43,10,-22,40,-19,38,-45,-6,0,-32,-2,9,43,17,-36,37,-40,-47,-36,-31,39,7,19,43,44,-47,-36,33,28,-34,31,-14,27,-42,-24,-43,12,48,-33,-38,-35,16,-13,-43,-18,-33,10,-42,-152.2
1,-30,24,-22,-42,-20,47,17,40,50,31,-12,-7,48,-31,30,-10,44,-45,-37,6,-48,-20,-16,34,12,21,41,10,4,-34,19,25,40,47,-1,36,9,-34,-9,8,13,-5,17,-24,14,-4,16,-26,-33,-5,30,-31,-8,30,-48,-47,-34,9,14,20,25,-18,-40,14,45,10,-35,3,-8,-28,27,-46,18,-7,-19,-19,6,13,-29,23,25,-50,43,-34,30,11,36,46,-30,-1,-18,45,-3,-8,-25,-43,18,-44,-24,-41,-21,-48,31,47,-38,28,44,18,-44,-35,-10,31,32,-18,13,-22,10,-1,40,30,14,-29,-10,-39,14,-19,35,48,-12,-39,24,-17,30,-30,46,42,48,39,9,20,-47,50,-33,2,48,30,30,-27,45,19,-48,9,41,-41,-14,-30,-44,-30,-33,-40,48,41,-7,28,27,-12,19,24,44,45,-40,13,44,-23,-36,7,23,44,31,18,13,-1,-24,-31,-26,-22,-11,-19,-36,-28,-43,-38,30,1,40,6,5,8,47,136.1
1,-36,2,-44,28,-39,50,42,-15,22,2,32,-45,31,47,48,50,-29,-25,-46,-32,-10,43,-25,2,-12,-8,-43,45,14,15,7,28,34,-21,5,11,-22,-37,12,16,15,-7,22,-5,-44,19,-40,-23,11,31,-39,-50,-11,-48,-32,28,-39,-25,-12,-9,6,45,-32,-45,-27,-10,17,-33,3,45,33,34,-12,-30,45,-6,40,21,-13,0,1,-36,-34,40,33,-16,-17,44,9,21,-16,-36,15,-31,37,4,9,3,-13,28,-3,-30,-23,1,-10,38,11,46,8,14,-39,25,-6,-23,-20,-23,-23,14,37,2,-16,-29,-17,16,-44,-31,36,-19,22,-27,25,35,-41,-49,-48,-35,39,-21,28,-38,44,39,37,-13,33,33,-20,26,-4,-33,-22,-3,-46,11,29,-40,30,-20,-43,-33,3,32,18,-22,33,-14,-6,-13,16,38,-35,-25,26,18,-22,-26,0,9,17,13,26,45,-41,-4,-29,4,-28,-50,34,-21,34,-47,-40,-33,-19,9,4,-9,12,-113.5
1,-31,-22,27,-6,21,-6,22,11,10,47,-23,-28,-12,38,48,34,-42,1,-45,25,-49,-16,-26,21,-40,-8,18,19,46,-41,-20,31,-47,23,-26,-10,33,12,-49,-7,-25,45,15,13,33,13,-37,7,30,-32,-18,-3,-31,6,-33,-21,14,36,15,-25,11,45,-45,14,-16,46,21,-34,-26,-12,9,-1,-18,41,-39,31,3,-26,-12,49,-41,-14,-38,-22,8,-21,-27,-28,31,38,-3,-9,-1,-31,22,-1,-36,-8,15,-12,30,-26,37,-39,-36,15,9,-17,39,47,48,14,49,-41,8,6,-11,32,-6,36,-15,8,-23,0,27,49,49,41,-10,-20,46,36,4,32,13,-16,-4,-29,17,-49,34,-20,15,32,-10,40,-46,-5,21,-2,-20,22,22,7,39,-2,-29,3,-45,-23,33,-50,-38,-48,-2,26,-14,11,13,19,-22,-3,50,9,45,-45,-2,49,0,35,-37,-4,-27,1,-47,-39,50,41,-20,21,-32,-37,-13,47,-35,1,-12,2,28,1.9
1,-49,37,-45,-36,36,15,-42,41,29,24,-44,14,3,3,37,-47,-28,14,19,-38,44,-45,47,23,-8,44,39,44,48,-44,21,15,43,-7,29,-5,24,4,-49,2,44,-42,32,-38,11,-16,-35,-1,48,1,11,8,6,-26,-20,15,34,35,-26,31,41,11,-4,0,-47,41,11,27,-40,12,46,20,-14,-7,32,13,28,48,-39,25,-36,-11,49,20,13,-21,-16,-38,-37,-26,43,21,36,-46,37,39,12,-37,-18,22,25,44,-42,28,-14,40,-44,-37,3,-32,5,17,-27,3,-47,2,-2,-47,14,-22,-22,-28,49,-37,-23,1,18,5,14,16,43,-46,9,-50,-2,46,41,5,25,-7,23,-21,27,12,-1,30,-37,47,-1,-7,-26,27,15,39,6,42,-11,-26,-38,19,40,-45,24,-1,-45,-29,-40,12,26,35,22,-36,31,-2,26,-21,44,5,-25,-8,48,-34,-31,13,-46,25,-30,-6,15,-17,-38,5,-46,2,20,-41,-10,30,22,249.7
1,-35,-20,-7,47,-40,7,-12,-45,0,44,-19,42,7,-37,27,36,-33,-32,23,-23,33,22,-44,-13,26,8,23,1,48,2,39,30,-1,-19,26,-25,4,30,-19,-47,23,-22,12,47,-9,-12,-2,-26,6,-30,2,-45,42,8,-8,17,32,32,-32,-4,50,23,42,-2,-46,17,24,-26,-4,21,-22,36,49,6,-2,-45,10,46,-21,33,-34,-3,38,24,21,-21,-43,3,27,42,15,27,14,6,-26,-16,39,14,9,-50,-16,3,2,49,-42,50,20,-16,12,50,-34,-6,-4,-47,-33,-33,50,-26,-14,26,-35,17,2,-4,-28,27,30,-40,-44,-12,27,-43,7,-21,-45,-19,45,26,16,6,-9,32,50,3,36,-33,-14,35,-43,22,10,40,-12,29,-15,-24,-29,-36,-48,-23,-31,30,-16,-8,-42,-44,24,19,-2,-11,-25,5,-30,-26,-43,-45,-43,-6,6,-35,32,33,21,37,11,-45,-38,32,36,-35,-42,21,11,-41,-37,-15,32,37,-47,-4.3
1,-21,-25,-22,34,-39,-31,7,34,-24,-50,-11,-43,33,-29,28,19,-2,-1,-3,-21,-49,12,-46,22,39,-37,1,-27,45,-47,-23,40,45,-29,23,-44,-10,-21,40,-17,47,45,-10,-5,33,35,30,-20,50,-24,10,-50,5,-20,-11,-7,-7,6,17,-47,10,10,9,4,31,48,10,38,43,-35,-30,39,-40,10,-17,9,-40,29,39,27,-45,-36,-7,-24,-6,32,-15,3,-46,18,-28,14,-23,31,34,25,28,-40,12,21,-25,32,-25,-49,-43,-25,-24,35,-47,-35,11,25,46,-47,17,-44,2,-48,9,6,20,-2,36,14,-22,19,-12,23,-5,16,-41,-13,-3,-16,-46,-30,9,-19,-46,-21,-38,15,20,-43,-15,-13,-37,37,-11,-11,-42,25,37,44,-46,31,-22,-8,-31,24,24,-22,27,-30,-21,31,-43,4,-39,-39,33,-27,-7,3,48,28,6,-40,-20,11,-35,-12,-15,18,48,-10,-35,42,-2,-16,-19,-28,-21,-43,-42,-26,39,-35,28,-152.1
1,16,44,-23,6,-14,-4,3,30,-49,-21,26,12,-5,-37,13,29,27,-48,44,18,-33,45,16,-45,40,23,-37,-37,-23,46,41,44,39,-33,-1,41,-21,18,20,-20,47,-5,8,-43,-26,-29,37,17,40,30,-50,-44,-10,16,28,-21,-11,42,-42,-18,3,50,42,-9,33,-10,-19,-38,24,17,-42,21,28,17,28,18,38,14,-16,27,-40,-16,0,-34,-50,-23,-4,-45,35,4,-47,-13,-31,46,28,19,-49,25,-3,26,-43,5,-4,35,38,40,2,-9,4,36,35,-20,37,-16,-4,37,-23,8,8,29,-38,11,-35,48,-28,10,-18,-26,-50,29,16,-42,-50,-39,43,4,-50,-5,46,-30,47,30,0,33,30,47,-15,23,4,9,1,-18,37,17,47,-42,43,-22,49,43,24,14,-50,-10,25,44,44,-8,-46,39,-22,17,-16,29,0,-37,-9,1,37,11,-40,-13,10,47,20,-28,21,12,0,20,5,40,-17,-29,-21,25,31,40,33,22
1,35,28,-40,2,29,39,18,42,46,-32,-6,-27,45,32,33,41,-33,-46,12,30,-30,48,-50,27,-20,38,-45,-46,19,11,3,-31,-11,14,21,-33,-32,-46,25,-36,40,-31,-13,34,17,36,-9,0,6,19,-21,26,16,46,-32,12,34,-26,-17,-32,35,36,-13,40,-1,25,23,18,29,-36,-2,-16,50,1,-32,16,-14,-25,-35,8,44,-39,50,-25,23,-32,37,-28,-42,-31,-10,9,-45,28,-1,4,2,38,38,47,-49,-15,-19,-50,2,-35,-18,4,-44,-36,-39,50,42,-39,41,-20,-21,27,3,-13,47,9,46,18,-14,-40,38,4,15,26,-33,16,27,-36,-17,-21,46,-19,33,-49,-5,45,-50,-14,-45,7,17,-50,-17,36,-47,46,-6,15,13,-3,26,1,17,-10,43,34,22,19,48,-46,48,43,-14,31,10,-3,25,-24,0,-4,33,-34,-38,-34,18,-35,28,-39,30,-43,-26,-29,8,42,11,-34,-9,50,35,-11,-47,33,48,6.6
